file_id,innings,max_partnership,total_partnerships,avg_partnership,partnerships_50plus,partnerships_100plus
1304100,1,105,4,48.0,2,1
1304100,2,50,10,12.5,1,0
1304101,1,110,7,29.714285714285715,2,1
1304101,2,36,10,11.7,0,0
1304102,1,60,10,16.5,1,0
1304102,2,37,10,11.3,0,0
1304103,1,52,5,28.8,1,0
1304103,2,19,10,8.2,0,0
1304104,1,53,7,22.857142857142858,1,0
1304104,2,144,3,53.666666666666664,1,1
1304105,1,39,10,9.7,0,0
1304105,2,48,6,17.166666666666668,0,0
1304106,1,60,9,23.22222222222222,2,0
1304106,2,64,10,15.5,1,0
1304107,1,63,7,25.285714285714285,1,0
1304107,2,30,9,13.666666666666666,0,0
1304108,1,57,6,22.166666666666668,1,0
1304108,2,59,4,34.25,1,0
1304109,1,64,7,25.428571428571427,1,0
1304109,2,65,9,17.11111111111111,1,0
1304110,1,51,8,19.875,1,0
1304110,2,41,10,14.2,0,0
1304111,1,78,6,32.166666666666664,2,0
1304111,2,95,8,23.75,1,0
1304112,1,210,1,210.0,1,1
1304112,2,66,8,26.0,3,0
1304113,1,61,6,28.0,1,0
1304113,2,115,3,56.666666666666664,1,1
1304114,1,83,7,21.428571428571427,2,0
1304114,2,51,6,25.166666666666668,1,0
1304115,1,75,8,19.875,1,0
1304115,2,51,6,26.666666666666668,2,0
1304116,1,58,9,17.444444444444443,1,0
1304116,2,41,6,26.666666666666668,0,0
1312197,1,68,7,26.857142857142858,1,0
1312197,2,106,4,47.75,2,1
1312198,1,92,5,41.4,2,0
1312198,2,96,7,27.571428571428573,1,0
1312199,1,70,9,17.444444444444443,1,0
1312199,2,61,4,40.25,2,0
1312200,1,31,9,14.444444444444445,0,0
1312200,2,63,4,33.25,1,0
1359475,1,51,8,22.25,1,0
1359475,2,53,6,30.333333333333332,1,0
1359476,1,86,6,31.833333333333332,1,0
1359476,2,50,8,18.25,1,0
1359477,1,79,7,27.571428571428573,1,0
1359477,2,41,10,14.3,0,0
1359478,1,85,6,33.833333333333336,2,0
1359478,2,36,9,14.555555555555555,0,0
1359479,1,50,8,21.375,1,0
1359479,2,148,3,57.333333333333336,1,1
1359480,1,110,8,27.125,1,1
1359480,2,79,8,25.625,1,0
1359481,1,34,9,18.0,0,0
1359481,2,56,5,32.6,2,0
1359482,1,90,6,32.833333333333336,2,0
1359482,2,62,8,24.0,1,0
1359483,1,103,8,25.5,1,1
1359483,2,44,10,12.3,0,0
1359484,1,39,9,13.444444444444445,0,0
1359484,2,55,6,21.166666666666668,1,0
1359485,1,98,5,39.8,1,0
1359485,2,64,10,14.2,1,0
1359486,1,38,9,17.444444444444443,0,0
1359486,2,82,4,39.75,1,0
1359487,1,67,5,40.8,2,0
1359487,2,100,8,25.875,2,1
1359488,1,55,10,14.3,1,0
1359488,2,100,3,48.333333333333336,1,1
1359489,1,115,3,70.66666666666667,2,1
1359489,2,84,10,21.3,2,0
1359490,1,67,10,17.2,1,0
1359490,2,71,5,34.6,2,0
1359491,1,77,8,21.875,1,0
1359491,2,68,7,24.571428571428573,2,0
1359492,1,37,8,19.125,0,0
1359492,2,48,5,30.8,0,0
1359493,1,72,5,45.6,2,0
1359493,2,69,8,25.625,2,0
1359494,1,47,7,24.857142857142858,0,0
1359494,2,28,10,15.1,0,0
1359495,1,53,9,17.666666666666668,1,0
1359495,2,37,9,17.88888888888889,0,0
1359496,1,50,7,26.428571428571427,1,0
1359496,2,65,6,31.0,2,0
1359497,1,59,8,22.125,1,0
1359497,2,59,8,22.375,1,0
1359498,1,80,7,32.285714285714285,2,0
1359498,2,126,8,27.25,1,1
1359499,1,56,5,38.4,1,0
1359499,2,55,10,17.8,1,0
1359500,1,82,7,22.0,1,0
1359500,2,87,7,20.571428571428573,1,0
1359501,1,137,5,34.8,1,1
1359501,2,41,10,15.0,0,0
1359502,1,31,10,12.7,0,0
1359502,2,38,7,18.285714285714285,0,0
1359503,1,36,7,19.142857142857142,0,0
1359503,2,87,4,34.5,1,0
1359504,1,68,6,22.5,1,0
1359504,2,55,8,16.0,2,0
1359505,1,92,8,26.75,1,0
1359505,2,76,7,28.714285714285715,2,0
1359506,1,127,10,18.9,1,1
1359506,2,98,7,26.0,1,0
1359507,1,85,5,47.0,2,0
1359507,2,65,9,20.666666666666668,1,0
1359508,1,69,10,14.4,1,0
1359508,2,41,7,19.571428571428573,0,0
1359509,1,71,7,29.571428571428573,1,0
1359509,2,45,10,15.2,0,0
1359510,1,83,6,33.333333333333336,2,0
1359510,2,55,9,19.88888888888889,1,0
1359511,1,86,6,33.666666666666664,1,0
1359511,2,51,6,28.333333333333332,1,0
1359512,1,89,6,42.833333333333336,2,0
1359512,2,78,10,20.1,1,0
1359513,1,47,7,25.571428571428573,0,0
1359513,2,87,4,45.0,2,0
1359514,1,53,7,28.142857142857142,1,0
1359514,2,112,7,26.857142857142858,1,1
1359515,1,86,5,40.0,1,0
1359515,2,57,7,28.714285714285715,2,0
1359516,1,72,8,26.5,1,0
1359516,2,62,5,42.8,3,0
1359517,1,62,10,12.6,1,0
1359517,2,27,10,10.8,0,0
1359518,1,53,9,14.444444444444445,2,0
1359518,2,62,7,17.857142857142858,1,0
1359519,1,59,7,17.857142857142858,1,0
1359520,1,119,4,53.5,1,1
1359520,2,116,5,43.2,2,1
1359521,1,61,10,17.1,1,0
1359521,2,70,9,18.444444444444443,1,0
1359522,1,36,10,11.8,0,0
1359522,2,71,2,59.5,1,0
1359523,1,55,9,15.444444444444445,2,0
1359523,2,46,5,28.0,0,0
1359524,1,82,5,36.2,2,0
1359524,2,60,4,46.75,3,0
1359525,1,142,3,75.66666666666667,1,1
1359525,2,88,8,21.375,1,0
1359526,1,138,3,71.33333333333333,2,1
1359526,2,65,7,31.0,2,0
1359527,1,53,8,22.375,1,0
1359527,2,54,6,30.333333333333332,2,0
1359528,1,120,7,28.428571428571427,1,1
1359528,2,140,5,40.0,2,1
1359529,1,38,9,18.555555555555557,0,0
1359529,2,59,9,15.555555555555555,1,0
1359530,1,48,8,18.625,0,0
1359530,2,121,2,75.5,1,1
1359531,1,65,6,36.333333333333336,3,0
1359531,2,88,9,21.22222222222222,1,0
1359532,1,58,7,26.0,1,0
1359532,2,73,4,46.25,2,0
1359533,1,72,8,20.875,1,0
1359533,2,69,9,15.11111111111111,1,0
1359534,1,69,6,28.5,2,0
1359534,2,19,10,5.9,0,0
1359535,1,68,7,20.571428571428573,1,0
1359535,2,99,5,29.4,1,0
1359536,1,147,10,18.8,1,1
1359536,2,68,10,15.4,1,0
1359537,1,82,5,35.4,2,0
1359537,2,90,6,28.666666666666668,1,0
1359538,1,94,3,71.0,3,0
1359538,2,78,8,24.75,2,0
1359539,1,76,5,37.2,2,0
1359539,2,172,3,62.333333333333336,1,1
1359540,1,73,6,31.166666666666668,2,0
1359540,2,73,7,27.0,1,0
1359541,1,141,4,55.75,2,1
1359541,2,49,10,14.6,0,0
1359542,1,74,9,19.555555555555557,1,0
1359542,2,61,8,21.875,1,0
1359543,1,140,6,33.333333333333336,1,1
1359543,2,128,3,67.0,2,1
1359544,1,67,6,32.833333333333336,2,0
1359544,2,123,5,39.6,1,1
1370350,1,87,7,24.571428571428573,1,0
1370350,2,38,10,15.7,0,0
1370351,1,66,8,22.75,1,0
1370351,2,46,10,10.1,0,0
1370352,1,138,4,58.25,2,1
1370352,2,52,10,17.1,2,0
1370353,1,81,4,53.5,3,0
1370353,2,74,6,28.5,1,0
1422119,1,95,6,28.833333333333332,1,0
1422119,2,66,5,35.2,1,0
1422120,1,39,9,19.333333333333332,0,0
1422120,2,67,7,25.285714285714285,1,0
1422121,1,81,8,26.0,2,0
1422121,2,60,8,25.5,2,0
1422122,1,93,5,38.6,1,0
1422122,2,85,7,24.714285714285715,1,0
1422123,1,40,7,24.0,0,0
1422123,2,77,10,16.2,1,0
1422124,1,55,7,25.142857142857142,2,0
1422124,2,48,7,25.428571428571427,0,0
1422125,1,62,6,34.333333333333336,2,0
1422125,2,41,9,15.88888888888889,0,0
1422126,1,116,4,69.25,2,1
1422126,2,84,6,41.0,2,0
1422127,1,54,6,30.833333333333332,2,0
1422127,2,67,6,28.833333333333332,2,0
1422128,1,65,6,30.333333333333332,1,0
1422128,2,86,4,46.5,2,0
1422129,1,47,9,22.11111111111111,0,0
1422129,2,102,6,29.666666666666668,1,1
1422130,1,45,8,20.25,0,0
1422130,2,64,4,42.0,1,0
1422131,1,93,6,31.833333333333332,1,0
1422131,2,68,7,24.428571428571427,2,0
1422132,1,56,10,12.5,1,0
1422132,2,40,5,25.4,0,0
1422133,1,56,6,30.166666666666668,2,0
1422133,2,40,10,15.3,0,0
1422134,1,104,8,34.0,3,1
1422134,2,93,10,16.6,1,0
1422135,1,53,5,39.8,1,0
1422135,2,43,8,25.0,0,0
1422136,1,65,6,27.5,1,0
1422136,2,60,5,33.2,1,0
1422137,1,125,4,45.75,1,1
1422137,2,148,5,37.8,1,1
1422138,1,80,6,39.0,3,0
1422138,2,88,8,25.625,1,0
1422139,1,73,6,27.166666666666668,1,0
1422139,2,54,10,13.0,1,0
1426260,1,56,10,13.7,1,0
1426260,2,70,4,35.25,1,0
1426261,1,50,10,18.2,1,0
1426261,2,66,7,25.714285714285715,1,0
1426262,1,130,4,49.0,1,1
1426262,2,64,8,24.875,1,0
1426263,1,82,9,21.77777777777778,1,0
1426263,2,101,4,49.75,1,1
1426264,1,73,8,20.875,1,0
1426264,2,77,5,34.0,1,0
1426265,1,33,8,18.375,0,0
1426265,2,56,8,19.0,1,0
1426266,1,44,7,23.0,0,0
1426266,2,120,3,54.0,1,1
1426267,1,90,5,41.2,2,0
1426267,2,70,7,26.571428571428573,2,0
1426268,1,108,4,71.75,4,1
1426268,2,80,8,32.75,3,0
1426269,1,85,7,31.857142857142858,2,0
1426269,2,57,9,24.88888888888889,2,0
1426270,1,18,10,8.9,0,0
1426270,2,34,5,18.4,0,0
1426271,1,81,7,27.428571428571427,1,0
1426271,2,57,10,18.3,1,0
1426272,1,51,7,25.142857142857142,1,0
1426272,2,134,3,60.0,1,1
1426273,1,131,8,33.25,2,1
1426273,2,84,10,19.9,1,0
1426274,1,56,7,31.714285714285715,1,0
1426274,2,102,10,22.1,1,1
1426275,1,52,10,14.2,1,0
1426275,2,41,8,18.25,0,0
1426276,1,99,10,17.9,1,0
1426276,2,109,2,91.5,2,1
1426277,1,104,5,42.0,2,1
1426277,2,70,5,42.6,3,0
1426278,1,113,5,44.8,2,1
1426278,2,82,9,24.444444444444443,1,0
1426279,1,65,7,29.428571428571427,1,0
1426279,2,39,9,19.0,0,0
1426280,1,138,6,43.5,1,1
1426280,2,93,3,87.33333333333333,3,0
1426281,1,114,5,51.4,3,1
1426281,2,71,9,27.444444444444443,2,0
1426282,1,115,6,32.666666666666664,1,1
1426282,2,121,4,49.75,2,1
1426283,1,86,4,50.0,2,0
1426283,2,166,2,103.0,1,1
1426284,1,107,4,53.0,2,1
1426284,2,32,10,13.4,0,0
1426285,1,31,10,15.3,0,0
1426285,2,79,4,39.25,2,0
1426286,1,53,8,18.0,1,0
1426286,2,58,7,20.714285714285715,1,0
1426287,1,64,7,23.142857142857142,1,0
1426287,2,64,4,40.75,2,0
1426288,1,96,4,50.25,2,0
1426288,2,134,7,28.571428571428573,1,1
1426289,1,83,10,16.9,1,0
1426289,2,49,10,14.5,0,0
1426290,1,61,10,14.7,1,0
1426290,2,92,7,21.714285714285715,1,0
1426291,1,57,10,16.7,1,0
1426291,2,53,10,13.9,1,0
1426292,1,79,7,33.57142857142857,2,0
1426292,2,50,10,13.7,1,0
1426293,1,56,9,19.22222222222222,1,0
1426293,2,143,4,43.5,1,1
1426294,1,60,8,27.625,1,0
1426294,2,63,9,22.333333333333332,2,0
1426295,1,99,5,33.0,1,0
1426295,2,167,1,167.0,1,1
1426296,1,92,7,34.42857142857143,2,0
1426296,2,65,10,18.1,1,0
1426297,1,210,3,77.0,1,1
1426297,2,109,9,21.77777777777778,1,1
1426298,1,39,8,19.625,0,0
1426298,2,65,9,15.444444444444445,1,0
1426299,1,43,6,23.5,0,0
1426299,2,35,6,24.166666666666668,0,0
1426300,1,88,9,20.77777777777778,1,0
1426300,2,56,10,14.0,1,0
1426302,1,92,5,41.6,2,0
1426302,2,33,10,18.9,0,0
1426303,1,50,9,16.0,1,0
1426303,2,63,6,24.166666666666668,1,0
1426305,1,109,7,30.571428571428573,1,1
1426305,2,88,7,28.0,2,0
1426306,1,78,6,36.333333333333336,2,0
1426306,2,66,8,23.875,2,0
1426307,1,97,6,35.666666666666664,2,0
1426307,2,72,7,30.714285714285715,2,0
1426309,1,62,10,15.9,1,0
1426309,2,97,3,54.666666666666664,1,0
1426310,1,41,8,21.5,0,0
1426310,2,46,7,24.857142857142858,0,0
1426311,1,43,9,19.444444444444443,0,0
1426311,2,41,8,17.375,0,0
1426312,1,26,10,11.3,0,0
1426312,2,91,3,38.0,1,0
1473438,1,103,9,19.333333333333332,1,1
1473438,2,95,4,44.25,1,0
1473439,1,85,7,40.857142857142854,3,0
1473439,2,111,7,34.57142857142857,2,1
1473440,1,51,10,15.5,1,0
1473440,2,67,7,22.571428571428573,1,0
1473441,1,87,9,23.22222222222222,1,0
1473441,2,55,10,21.1,1,0
1473442,1,81,6,40.5,3,0
1473442,2,84,6,38.666666666666664,3,0
1473443,1,34,10,15.1,0,0
1473443,2,83,3,51.0,1,0
1473444,1,61,10,19.0,1,0
1473444,2,116,6,32.166666666666664,1,1
1473445,1,45,8,24.5,0,0
1473445,2,31,9,16.22222222222222,0,0
1473446,1,78,8,24.5,2,0
1473446,2,62,7,22.857142857142858,1,0
1473447,1,77,10,16.3,1,0
1473447,2,81,4,41.5,2,0
1473448,1,82,10,18.2,1,0
1473448,2,46,7,25.142857142857142,0,0
1473449,1,29,10,11.6,0,0
1473449,2,46,3,40.333333333333336,0,0
1473450,1,54,8,21.375,1,0
1473450,2,84,3,59.0,2,0
1473451,1,52,8,21.125,1,0
1473451,2,75,3,56.666666666666664,2,0
1473452,1,91,6,33.333333333333336,2,0
1473452,2,37,10,12.0,0,0
1473453,1,76,9,22.555555555555557,2,0
1473453,2,69,6,31.833333333333332,2,0
1473454,1,56,7,26.142857142857142,2,0
1473454,2,84,6,26.333333333333332,1,0
1473455,1,89,5,41.0,1,0
1473455,2,88,10,15.5,1,0
1473456,1,99,4,59.5,3,0
1473456,2,71,8,29.25,2,0
1473457,1,50,9,16.88888888888889,1,0
1473457,2,90,4,38.25,1,0
1473458,1,91,6,36.833333333333336,2,0
1473458,2,89,10,20.9,1,0
1473459,1,71,7,31.285714285714285,2,0
1473459,2,89,6,33.5,2,0
1473460,1,80,7,31.0,2,0
1473460,2,48,10,15.9,0,0
1473461,1,61,8,20.375,1,0
1473461,2,111,5,33.8,1,1
1473462,1,43,10,10.3,0,0
1473462,2,46,3,35.666666666666664,0,0
1473463,1,120,7,25.714285714285715,1,1
1473463,2,65,5,37.2,2,0
1473464,1,73,7,35.0,2,0
1473464,2,171,3,82.33333333333333,2,1
1473465,1,56,5,34.6,1,0
1473465,2,92,2,87.5,2,0
1473466,1,62,6,34.166666666666664,2,0
1473466,2,119,10,19.3,1,1
1473467,1,53,7,23.714285714285715,2,0
1473467,2,57,6,28.0,2,0
1473468,1,39,10,11.1,0,0
1473468,2,55,10,9.5,1,0
1473469,1,63,6,31.333333333333332,1,0
1473469,2,61,5,37.6,1,0
1473470,1,59,6,27.0,1,0
1473470,2,52,7,23.714285714285715,1,0
1473471,1,32,10,9.5,0,0
1473471,2,28,6,16.333333333333332,0,0
1473472,1,53,9,22.555555555555557,1,0
1473472,2,119,4,51.0,2,1
1473473,1,76,6,30.0,1,0
1473473,2,85,6,29.666666666666668,2,0
1473474,1,43,7,22.428571428571427,0,0
1473474,2,103,4,39.75,1,1
1473475,1,79,6,29.333333333333332,1,0
1473475,2,114,2,88.5,2,1
1473476,1,114,4,49.5,2,1
1473476,2,41,9,17.666666666666668,0,0
1473477,1,87,6,26.5,1,0
1473477,2,69,3,53.666666666666664,2,0
1473478,1,99,8,17.875,1,0
1473478,2,64,4,36.5,2,0
1473479,1,95,5,41.0,2,0
1473479,2,52,10,19.4,1,0
1473480,1,40,10,15.4,0,0
1473480,2,49,6,25.833333333333332,0,0
1473481,1,120,5,40.2,1,1
1473481,2,7,1,7.0,0,0
1473482,1,55,8,26.875,1,0
1473482,2,46,10,16.1,0,0
1473483,1,38,9,18.0,0,0
1473483,2,119,5,33.0,1,1
1473484,1,93,5,41.8,2,0
1473484,2,166,3,70.66666666666667,1,1
1473485,1,61,10,20.4,1,0
1473485,2,76,10,19.0,1,0
1473486,1,78,10,19.0,1,0
1473486,2,72,7,27.714285714285715,1,0
1473487,1,116,3,72.33333333333333,2,1
1473487,2,26,10,11.7,0,0
1473488,1,87,6,37.333333333333336,3,0
1473488,2,57,7,26.571428571428573,1,0
1473489,1,97,6,35.5,2,0
1473489,2,114,6,35.166666666666664,2,1
1473490,1,61,5,41.2,2,0
1473490,2,92,8,25.625,2,0
1473491,1,78,6,39.333333333333336,2,0
1473491,2,81,8,24.875,1,0
1473492,1,66,8,16.625,1,0
1473493,1,71,9,17.22222222222222,1,0
1473493,2,72,8,18.375,1,0
1473494,1,58,7,25.571428571428573,1,0
1473494,2,67,9,20.333333333333332,1,0
1473495,1,122,1,122.0,1,1
1473497,1,67,6,36.5,3,0
1473497,2,76,8,26.125,1,0
1473498,1,90,4,49.75,1,0
1473498,2,205,1,205.0,1,1
1473499,1,115,8,25.625,1,1
1473499,2,82,6,34.333333333333336,2,0
1473500,1,59,9,20.77777777777778,2,0
1473500,2,98,5,37.6,1,0
1473501,1,57,6,30.0,2,0
1473501,2,38,10,12.1,0,0
1473502,1,121,3,78.33333333333333,2,1
1473502,2,86,9,22.444444444444443,1,0
1473503,1,54,7,33.0,1,0
1473503,2,80,10,18.9,1,0
1473504,1,74,5,46.0,2,0
1473504,2,55,10,14.7,1,0
1473505,1,92,4,69.5,3,0
1473505,2,52,10,16.8,1,0
1473506,1,45,7,26.285714285714285,0,0
1473506,2,109,4,46.75,1,1
1473507,1,152,4,56.75,1,1
1473507,2,107,5,46.0,2,1
1473508,1,19,10,10.1,0,0
1473508,2,54,3,35.333333333333336,1,0
1473509,1,84,6,38.0,2,0
1473509,2,84,7,29.714285714285715,2,0
1473510,1,72,7,29.0,2,0
1473510,2,84,6,34.5,1,0
1473511,1,40,9,21.11111111111111,0,0
1473511,2,43,8,23.0,0,0
1485779,1,47,9,22.88888888888889,0,0
1485779,2,62,5,41.6,3,0
335982,1,61,4,55.5,4,0
335982,2,15,10,8.2,0,0
335983,1,73,6,40.0,2,0
335983,2,56,5,41.4,2,0
335984,1,22,9,14.333333333333334,0,0
335984,2,112,2,66.0,1,1
335985,1,51,7,23.571428571428573,1,0
335985,2,55,6,27.666666666666668,1,0
335986,1,33,10,11.0,0,0
335986,2,47,6,18.666666666666668,0,0
335987,1,63,9,18.444444444444443,1,0
335987,2,69,5,33.6,2,0
335988,1,41,9,15.777777777777779,0,0
335988,2,112,2,71.5,1,1
335989,1,104,6,34.666666666666664,2,1
335989,2,51,8,25.25,1,0
335990,1,111,5,42.8,1,1
335990,2,98,8,27.125,2,0
335991,1,73,10,18.2,1,0
335991,2,47,10,11.6,0,0
335992,1,43,9,15.0,0,0
335992,2,104,4,34.5,1,1
335993,1,32,10,14.7,0,0
335993,2,86,2,76.0,2,0
335994,1,43,7,22.0,0,0
335994,2,155,1,155.0,1,1
335995,1,37,8,19.75,0,0
335995,2,58,7,23.142857142857142,2,0
335996,1,95,5,35.6,1,0
335996,2,89,10,16.5,1,0
335997,1,41,9,15.222222222222221,0,0
335997,2,113,4,34.5,1,1
335998,1,98,6,31.833333333333332,2,0
335998,2,87,6,30.166666666666668,1,0
335999,1,35,9,18.22222222222222,0,0
335999,2,81,4,41.75,1,0
336000,1,57,8,24.5,2,0
336000,2,68,10,15.1,1,0
336001,1,57,7,24.142857142857142,1,0
336001,2,115,3,57.333333333333336,1,1
336002,1,101,10,16.5,1,1
336002,2,40,6,28.5,0,0
336003,1,54,7,25.428571428571427,1,0
336003,2,104,7,24.142857142857142,1,1
336004,1,52,9,18.0,1,0
336004,2,45,10,13.3,0,0
336005,1,44,10,10.9,0,0
336005,2,78,3,36.666666666666664,1,0
336006,1,54,10,12.6,1,0
336006,2,54,5,25.4,1,0
336007,1,39,8,18.0,0,0
336007,2,54,4,37.0,1,0
336008,1,53,10,10.3,1,0
336008,2,41,4,26.0,0,0
336009,1,121,6,31.166666666666668,1,1
336009,2,62,7,26.857142857142858,1,0
336010,1,34,8,16.125,0,0
336010,2,45,5,24.8,0,0
336011,1,61,9,15.555555555555555,1,0
336011,2,109,3,47.0,1,1
336012,1,39,9,13.555555555555555,0,0
336012,2,96,2,63.0,1,0
336013,1,91,5,36.2,1,0
336013,2,66,10,16.3,1,0
336014,1,102,5,40.8,2,1
336014,2,38,8,22.625,0,0
336015,1,54,8,19.5,1,0
336015,2,71,8,19.875,1,0
336016,1,32,9,15.88888888888889,0,0
336016,2,102,2,72.0,1,1
336017,1,40,7,19.0,0,0
336017,2,34,10,11.0,0,0
336018,1,95,6,26.0,1,0
336018,2,82,2,79.0,2,0
336019,1,133,3,73.66666666666667,2,1
336019,2,49,8,22.5,0,0
336020,1,133,5,38.8,1,1
336020,2,50,10,18.2,1,0
336021,1,20,10,6.7,0,0
336021,2,42,3,22.666666666666668,0,0
336022,1,75,5,23.6,1,0
336022,2,63,4,23.5,1,0
336023,1,109,2,98.5,2,1
336023,2,35,10,13.2,0,0
336024,1,54,8,22.25,1,0
336024,2,74,8,19.125,1,0
336025,1,86,6,24.833333333333332,1,0
336025,2,55,1,55.0,1,0
336026,1,32,8,19.25,0,0
336026,2,90,6,26.333333333333332,1,0
336027,1,33,9,16.333333333333332,0,0
336027,2,81,5,30.0,1,0
336028,1,133,5,37.8,1,1
336028,2,46,10,18.8,0,0
336029,1,35,9,14.0,0,0
336029,2,60,9,12.444444444444445,1,0
336031,1,79,5,35.0,1,0
336031,2,84,5,35.6,1,0
336032,1,70,8,22.0,1,0
336032,2,49,6,29.833333333333332,0,0
336033,1,127,5,42.2,1,1
336033,2,73,7,28.714285714285715,2,0
336034,1,72,8,19.5,1,0
336034,2,96,7,21.857142857142858,1,0
336035,1,83,7,24.857142857142858,1,0
336035,2,49,8,21.875,0,0
336036,1,71,8,18.125,1,0
336036,2,69,6,24.333333333333332,1,0
336037,1,76,8,18.375,1,0
336037,2,55,4,37.0,1,0
336038,1,65,10,19.2,2,0
336038,2,27,10,8.7,0,0
336039,1,35,9,12.444444444444445,0,0
336039,2,102,2,58.0,1,1
336040,1,39,6,27.166666666666668,0,0
336040,2,65,8,20.5,1,0
392181,1,46,8,20.625,0,0
392181,2,52,8,18.25,1,0
392182,1,35,9,14.777777777777779,0,0
392182,2,19,10,5.8,0,0
392183,1,67,7,14.857142857142858,1,0
392183,2,58,1,58.0,1,0
392184,1,24,10,10.1,0,0
392184,2,69,3,34.666666666666664,1,0
392185,1,106,5,35.8,1,1
392185,2,40,10,8.7,0,0
392186,1,56,7,22.571428571428573,1,0
392186,2,57,2,39.5,1,0
392188,1,61,7,26.285714285714285,1,0
392188,2,53,9,17.77777777777778,1,0
392189,1,74,6,31.5,2,0
392189,2,57,10,18.0,1,0
392190,1,56,7,21.428571428571427,1,0
392190,2,49,8,18.75,0,0
392191,1,61,10,16.8,1,0
392191,2,66,4,43.25,2,0
392192,1,63,9,18.666666666666668,2,0
392192,2,82,8,19.5,1,0
392194,1,62,8,18.625,2,0
392194,2,44,5,30.0,0,0
392195,1,75,7,19.857142857142858,1,0
392195,2,60,8,14.0,1,0
392196,1,64,7,23.571428571428573,1,0
392196,2,67,5,33.8,1,0
392197,1,127,7,26.714285714285715,1,1
392197,2,54,9,10.555555555555555,1,0
392198,1,56,8,17.875,1,0
392198,2,83,6,24.5,1,0
392199,1,45,7,19.857142857142858,0,0
392199,2,69,6,23.833333333333332,1,0
392200,1,32,8,14.875,0,0
392200,2,49,8,14.5,0,0
392201,1,65,9,16.444444444444443,1,0
392201,2,79,5,30.0,1,0
392202,1,71,6,27.333333333333332,2,0
392202,2,31,9,14.0,0,0
392203,1,35,7,21.142857142857142,0,0
392203,2,89,7,19.857142857142858,1,0
392204,1,44,10,14.5,0,0
392204,2,70,8,17.125,1,0
392205,1,59,6,23.5,1,0
392205,2,51,8,17.75,1,0
392206,1,66,10,16.3,1,0
392206,2,74,9,16.11111111111111,1,0
392207,1,51,4,38.25,1,0
392207,2,45,5,30.8,0,0
392208,1,66,5,29.8,2,0
392208,2,126,2,75.0,1,1
392209,1,61,4,44.5,2,0
392209,2,72,10,10.0,1,0
392210,1,135,5,42.2,1,1
392210,2,48,9,14.777777777777779,0,0
392211,1,58,4,38.5,1,0
392211,2,97,2,78.5,2,0
392212,1,33,7,20.714285714285715,0,0
392212,2,53,9,14.0,1,0
392213,1,20,10,10.5,0,0
392213,2,43,4,26.75,0,0
392214,1,100,4,46.25,2,1
392214,2,90,4,43.5,2,0
392215,1,57,10,11.6,1,0
392215,2,61,4,29.5,1,0
392216,1,95,5,33.6,1,0
392216,2,43,8,21.125,0,0
392217,1,53,8,17.5,1,0
392217,2,89,4,35.25,1,0
392218,1,104,3,52.333333333333336,1,1
392218,2,27,8,17.625,0,0
392219,1,36,8,15.375,0,0
392219,2,56,4,31.25,2,0
392220,1,37,8,20.75,0,0
392220,2,31,10,11.3,0,0
392221,1,70,5,34.6,1,0
392221,2,58,5,35.2,2,0
392222,1,28,10,11.9,0,0
392222,2,82,3,40.666666666666664,1,0
392223,1,50,8,21.625,1,0
392223,2,63,10,16.1,1,0
392224,1,45,10,12.9,0,0
392224,2,56,9,14.666666666666666,1,0
392225,1,61,7,20.714285714285715,1,0
392225,2,37,10,14.3,0,0
392226,1,50,10,12.0,1,0
392226,2,53,5,24.6,1,0
392227,1,65,5,29.4,1,0
392227,2,87,4,37.75,1,0
392228,1,58,6,26.666666666666668,1,0
392228,2,68,5,33.2,1,0
392229,1,53,8,16.75,1,0
392229,2,39,9,14.777777777777779,0,0
392230,1,87,4,37.5,1,0
392230,2,55,10,13.6,1,0
392231,1,74,4,47.0,2,0
392231,2,90,4,47.25,2,0
392232,1,39,8,16.75,0,0
392232,2,70,4,33.75,1,0
392233,1,30,10,10.1,0,0
392233,2,57,7,14.571428571428571,1,0
392234,1,40,10,11.6,0,0
392234,2,26,9,10.222222222222221,0,0
392235,1,73,9,18.333333333333332,1,0
392235,2,68,7,23.714285714285715,1,0
392236,1,55,5,34.0,1,0
392236,2,68,7,22.571428571428573,1,0
392237,1,85,8,19.125,1,0
392237,2,69,5,30.8,1,0
392238,1,61,6,24.333333333333332,1,0
392238,2,72,5,29.8,1,0
392239,1,52,7,20.428571428571427,1,0
392239,2,22,10,13.7,0,0
419106,1,130,5,32.2,1,1
419106,2,61,8,18.75,1,0
419107,1,110,8,26.5,1,1
419107,2,107,8,26.0,1,1
419108,1,60,10,14.2,1,0
419108,2,61,6,24.333333333333332,1,0
419109,1,38,8,16.875,0,0
419109,2,101,4,34.0,1,1
419110,1,95,5,38.0,2,0
419110,2,38,10,15.9,0,0
419111,1,60,7,20.142857142857142,1,0
419111,2,57,5,28.4,1,0
419112,1,129,4,50.75,2,1
419112,2,74,3,68.0,3,0
419113,1,109,4,41.0,1,1
419113,2,26,10,10.9,0,0
419114,1,71,7,31.142857142857142,1,0
419114,2,38,9,13.333333333333334,0,0
419115,1,37,10,9.2,0,0
419115,2,93,1,93.0,1,0
419116,1,67,7,26.428571428571427,1,0
419116,2,78,6,31.666666666666668,1,0
419117,1,55,9,18.88888888888889,1,0
419117,2,48,9,18.22222222222222,0,0
419118,1,42,8,21.0,0,0
