season,batter,bat_balls,bat_runs,strike_rate,bat_score
2011,MS Wade,33,22,66.66666666666666,44.444444444444436
2011,Mandeep Singh,42,47,111.90476190476191,74.60317460317461
2011,NL McCullum,23,26,113.04347826086956,75.36231884057972
2011,NLTC Perera,29,23,79.3103448275862,52.87356321839081
2011,NV Ojha,169,160,94.67455621301775,63.116370808678504
2011,P Kumar,33,27,81.81818181818183,54.545454545454554
2011,PA Patel,189,202,106.87830687830689,71.25220458553792
2011,PC Valthaty,351,463,131.90883190883193,87.93922127255462
2011,PP Chawla,55,48,87.27272727272727,58.18181818181818
2011,R Bhatia,23,25,108.69565217391303,72.46376811594202
2011,R Dravid,320,343,107.18749999999999,71.45833333333333
2011,R McLaren,101,90,89.10891089108911,59.4059405940594
2011,R Sathish,35,25,71.42857142857143,47.61904761904762
2011,R Sharma,23,24,104.34782608695652,69.56521739130434
2011,R Vinay Kumar,48,50,104.16666666666667,69.44444444444446
2011,RA Jadeja,234,283,120.94017094017093,80.62678062678063
2011,RG Sharma,304,372,122.36842105263158,81.57894736842105
2011,RJ Harris,39,31,79.48717948717949,52.991452991452995
2011,RN ten Doeschate,76,107,140.78947368421052,93.85964912280701
2011,RV Gomez,52,46,88.46153846153845,58.974358974358964
2011,RV Uthappa,215,264,122.79069767441861,81.86046511627907
2011,S Anirudha,78,83,106.41025641025641,70.94017094017094
2011,S Badrinath,320,396,123.75,82.5
2011,S Dhawan,315,400,126.98412698412697,84.65608465608466
2011,S Sohal,201,249,123.88059701492537,82.58706467661692
2011,SC Ganguly,61,50,81.9672131147541,54.644808743169406
2011,SE Marsh,349,504,144.41260744985672,96.27507163323781
2011,SK Raina,335,438,130.7462686567164,87.1641791044776
2011,SK Warne,20,10,50.0,33.33333333333333
2011,SP Goswami,31,29,93.54838709677419,62.365591397849464
2011,SR Tendulkar,511,553,108.21917808219179,72.14611872146119
2011,SR Watson,256,330,128.90625,85.9375
2011,SS Tiwary,196,187,95.40816326530613,63.60544217687075
2011,STR Binny,31,37,119.35483870967742,79.56989247311829
2011,Shakib Al Hasan,23,29,126.08695652173914,84.05797101449276
2011,Sunny Singh,31,43,138.70967741935485,92.4731182795699
2011,TD Paine,29,10,34.48275862068966,22.98850574712644
2011,TL Suman,53,65,122.64150943396226,81.76100628930817
2011,TM Dilshan,185,226,122.16216216216216,81.44144144144144
2011,TR Birt,59,75,127.11864406779661,84.7457627118644
2011,V Kohli,473,557,117.75898520084567,78.50599013389711
2011,V Sehwag,247,424,171.65991902834008,100.0
2011,VVS Laxman,42,44,104.76190476190477,69.84126984126985
2011,WD Parnell,42,37,88.09523809523809,58.73015873015872
2011,WP Saha,67,68,101.49253731343283,67.66169154228857
2011,Y Nagar,108,111,102.77777777777777,68.5185185185185
2011,Y Venugopal Rao,292,336,115.06849315068493,76.71232876712328
2011,YK Pathan,205,283,138.04878048780486,92.03252032520324
2011,Yuvraj Singh,269,343,127.5092936802974,85.00619578686494
2011,Z Khan,24,21,87.5,58.333333333333336
2012,A Ashish Reddy,30,35,116.66666666666667,77.77777777777779
2012,A Mishra,21,16,76.19047619047619,50.79365079365079
2012,AA Jhunjhunwala,27,24,88.88888888888889,59.25925925925925
2012,AB McDonald,36,47,130.55555555555557,87.03703703703705
2012,AB de Villiers,203,319,157.14285714285714,100.0
2012,AC Gilchrist,147,172,117.00680272108843,78.00453514739229
2012,AD Mathews,110,127,115.45454545454545,76.96969696969697
2012,AD Russell,27,47,174.07407407407408,100.0
2012,AJ Finch,52,55,105.76923076923077,70.51282051282051
2012,AL Menaria,207,220,106.28019323671498,70.85346215780999
2012,AM Nayar,49,45,91.83673469387756,61.224489795918366
2012,AM Rahane,448,560,125.0,83.33333333333334
2012,AP Majumdar,77,87,112.98701298701299,75.32467532467533
2012,AT Rayudu,261,333,127.58620689655173,85.05747126436782
2012,Azhar Mahmood,145,186,128.2758620689655,85.51724137931032
2012,B Chipli,35,37,105.71428571428572,70.47619047619048
2012,B Kumar,41,40,97.5609756097561,65.04065040650406
2012,B Lee,21,42,200.0,100.0
2012,BB McCullum,287,289,100.69686411149826,67.13124274099884
2012,BJ Hodge,180,245,136.11111111111111,90.74074074074075
2012,Bipul Sharma,47,72,153.19148936170214,100.0
2012,CA Pujara,23,17,73.91304347826086,49.27536231884057
2012,CH Gayle,472,733,155.29661016949152,100.0
2012,CJ Ferguson,63,50,79.36507936507937,52.910052910052904
2012,CL White,327,479,146.48318042813455,97.65545361875635
2012,DA Miller,76,98,128.94736842105263,85.96491228070175
2012,DA Warner,161,256,159.0062111801242,100.0
2012,DB Das,96,126,131.25,87.5
2012,DJ Bravo,271,371,136.90036900369006,91.26691266912671
2012,DJ Harris,103,111,107.76699029126213,71.84466019417476
2012,DJ Hussey,313,396,126.51757188498402,84.34504792332268
2012,DL Vettori,28,31,110.71428571428572,73.80952380952381
2012,DPMD Jayawardene,306,335,109.47712418300655,72.9847494553377
2012,DR Smith,102,157,153.921568627451,100.0
2012,DT Christian,122,145,118.85245901639345,79.23497267759564
2012,DW Steyn,21,19,90.47619047619048,60.31746031746032
2012,F du Plessis,310,398,128.38709677419357,85.59139784946238
2012,G Gambhir,429,590,137.52913752913753,91.68609168609169
2012,Gurkeerat Singh,54,86,159.25925925925927,100.0
2012,HH Gibbs,91,81,89.01098901098901,59.34065934065934
2012,Harbhajan Singh,82,108,131.70731707317074,87.8048780487805
2012,IK Pathan,133,176,132.33082706766916,88.22055137844612
2012,IR Jaggi,22,15,68.18181818181817,45.454545454545446
2012,J Botha,55,58,105.45454545454544,70.30303030303028
2012,JA Morkel,71,107,150.70422535211267,100.0
2012,JD Ryder,216,256,118.5185185185185,79.01234567901234
2012,JEC Franklin,229,220,96.06986899563319,64.04657933042213
2012,JH Kallis,393,409,104.07124681933841,69.38083121289228
2012,JP Duminy,195,244,125.12820512820512,83.4188034188034
2012,KA Pollard,163,220,134.96932515337423,89.97955010224949
2012,KC Sangakkara,190,200,105.26315789473684,70.17543859649122
