season,bowler,bowl_balls,bowl_runs,bowl_wkts,economy,wkts_per_6,econ_score,wkt_score,bowl_score
2013,IK Pathan,315,391,11,7.447619047619048,0.20952380952380953,0.4253968253968254,0.10476190476190476,26.50793650793651
2013,Iqbal Abdulla,113,142,7,7.539823008849558,0.37168141592920356,0.4100294985250737,0.18584070796460178,29.793510324483773
2013,J Botha,102,114,5,6.705882352941177,0.29411764705882354,0.5490196078431372,0.14705882352941177,34.80392156862745
2013,J Syed Mohammad,62,92,4,8.903225806451612,0.3870967741935484,0.18279569892473133,0.1935483870967742,18.817204301075275
2013,JA Morkel,149,167,8,6.724832214765101,0.3221476510067114,0.5458612975391498,0.1610738255033557,35.34675615212527
2013,JD Unadkat,299,373,13,7.48494983277592,0.2608695652173913,0.41917502787068006,0.13043478260869565,27.480490523968786
2013,JDP Oram,26,28,0,6.461538461538462,0.0,0.5897435897435898,0.0,29.48717948717949
2013,JH Kallis,329,407,19,7.422492401215806,0.3465045592705167,0.42958459979736574,0.17325227963525835,30.141843971631204
2013,JJ Bumrah,45,74,3,9.866666666666667,0.4,0.022222222222222143,0.2,11.111111111111107
2013,JO Holder,125,173,4,8.303999999999998,0.192,0.2826666666666669,0.096,18.933333333333348
2013,JP Faulkner,395,436,33,6.622784810126583,0.5012658227848101,0.5628691983122361,0.25063291139240507,40.67510548523206
2013,K Upadhyay,32,48,0,9.0,0.0,0.16666666666666666,0.0,8.333333333333332
2013,KA Pollard,197,292,10,8.893401015228427,0.30456852791878175,0.18443316412859545,0.15228426395939088,16.835871404399317
2013,KK Cooper,341,456,22,8.023460410557185,0.3870967741935484,0.32942326490713586,0.1935483870967742,26.148582600195503
2013,KV Sharma,211,235,12,6.682464454976303,0.34123222748815163,0.5529225908372828,0.17061611374407581,36.17693522906793
2013,KW Richardson,73,103,2,8.465753424657535,0.1643835616438356,0.25570776255707744,0.0821917808219178,16.89497716894976
2013,L Balaji,311,399,13,7.69774919614148,0.2508038585209003,0.38370846730975333,0.12540192926045016,25.455519828510177
2013,LJ Wright,63,101,2,9.61904761904762,0.19047619047619047,0.06349206349206327,0.09523809523809523,7.936507936507925
2013,LR Shukla,18,22,1,7.333333333333334,0.3333333333333333,0.44444444444444436,0.16666666666666666,30.555555555555554
2013,M Kartik,241,290,11,7.219917012448132,0.2738589211618257,0.463347164591978,0.13692946058091285,30.01383125864454
2013,M Morkel,247,341,8,8.2834008097166,0.19433198380566802,0.28609986504723334,0.09716599190283401,19.163292847503367
2013,M Muralitharan,141,192,3,8.170212765957446,0.1276595744680851,0.3049645390070923,0.06382978723404255,18.439716312056742
2013,MC Henriques,132,187,8,8.5,0.36363636363636365,0.25,0.18181818181818182,21.59090909090909
2013,MG Johnson,403,471,24,7.012406947890819,0.3573200992555831,0.4979321753515302,0.17866004962779156,33.82961124896609
2013,MG Neser,25,62,0,14.879999999999999,0.0,0.0,0.0,0.0
2013,MM Patel,91,138,3,9.098901098901099,0.19780219780219782,0.15018315018315023,0.09890109890109891,12.454212454212458
2013,MM Sharma,311,327,21,6.308681672025723,0.4051446945337621,0.6152197213290461,0.20257234726688106,40.88960342979636
2013,MN Samuels,25,34,1,8.16,0.24,0.30666666666666664,0.12,21.333333333333332
2013,MR Marsh,122,184,7,9.049180327868852,0.3442622950819672,0.15846994535519135,0.1721311475409836,16.530054644808747
2013,MS Gony,175,261,7,8.948571428571428,0.24,0.17523809523809528,0.12,14.761904761904765
2013,Mohammed Shami,57,79,1,8.31578947368421,0.10526315789473684,0.2807017543859649,0.05263157894736842,16.666666666666664
2013,NLTC Perera,369,490,21,7.967479674796747,0.3414634146341463,0.33875338753387546,0.17073170731707316,25.47425474254743
2013,NM Coulter-Nile,25,29,1,6.959999999999999,0.24,0.5066666666666668,0.12,31.33333333333334
2013,P Awana,332,416,16,7.518072289156627,0.28915662650602414,0.41365461847389556,0.14457831325301207,27.911646586345384
2013,P Kumar,354,394,13,6.677966101694915,0.22033898305084748,0.5536723163841808,0.11016949152542374,33.19209039548023
2013,P Negi,26,28,0,6.461538461538462,0.0,0.5897435897435898,0.0,29.48717948717949
2013,P Suyal,19,22,1,6.947368421052632,0.3157894736842105,0.5087719298245613,0.15789473684210525,33.33333333333333
2013,PJ Sangwan,26,52,0,12.0,0.0,0.0,0.0,0.0
2013,PP Chawla,352,433,11,7.380681818181818,0.1875,0.4365530303030303,0.09375,26.515151515151516
2013,PP Ojha,318,391,18,7.3773584905660385,0.339622641509434,0.43710691823899356,0.169811320754717,30.34591194968553
2013,PV Tambe,69,91,1,7.91304347826087,0.08695652173913043,0.3478260869565217,0.043478260869565216,19.565217391304344
2013,Parvez Rasool,30,29,1,5.8,0.2,0.7000000000000001,0.1,40.0
2013,R Ashwin,354,397,16,6.728813559322035,0.2711864406779661,0.5451977401129943,0.13559322033898305,34.039548022598865
2013,R Bhatia,266,334,11,7.533834586466166,0.24812030075187969,0.4110275689223057,0.12406015037593984,26.754385964912274
2013,R Dhawan,95,115,2,7.2631578947368425,0.12631578947368421,0.4561403508771929,0.06315789473684211,25.964912280701753
2013,R McLaren,46,95,4,12.391304347826086,0.5217391304347826,0.0,0.2608695652173913,13.043478260869565
2013,R Rampaul,235,271,13,6.919148936170213,0.33191489361702126,0.5134751773049645,0.16595744680851063,33.97163120567376
2013,R Sathish,24,52,1,13.0,0.25,0.0,0.125,6.25
2013,R Sharma,247,282,9,6.850202429149797,0.2186234817813765,0.5249662618083671,0.10931174089068825,31.713900134952773
2013,R Shukla,53,80,4,9.056603773584907,0.4528301886792453,0.15723270440251547,0.22641509433962265,19.182389937106905
2013,R Vinay Kumar,370,502,27,8.14054054054054,0.43783783783783786,0.30990990990991,0.21891891891891893,26.441441441441448
