full_name,data_name,team_2026,role,venue,venue_bat_innings,venue_runs,venue_balls,venue_bat_avg,venue_bat_sr,venue_bowl_innings,venue_wickets,venue_econ,venue_bowl_sr,venue_bat_score,venue_bowl_score
Jamie Overton,J Overton,Chennai Super Kings,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
Jamie Overton,J Overton,Chennai Super Kings,all-rounder,"Eden Gardens, Kolkata",,,,,,,,,,,
Jamie Overton,J Overton,Chennai Super Kings,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Jamie Overton,J Overton,Chennai Super Kings,all-rounder,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
Jamie Overton,J Overton,Chennai Super Kings,all-rounder,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
Jamie Overton,J Overton,Chennai Super Kings,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Jamie Overton,J Overton,Chennai Super Kings,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
Jamie Overton,J Overton,Chennai Super Kings,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
Jamie Overton,J Overton,Chennai Super Kings,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
Jamie Overton,J Overton,Chennai Super Kings,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
Jamie Overton,J Overton,Chennai Super Kings,all-rounder,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
Jamie Overton,J Overton,Chennai Super Kings,all-rounder,Sharjah Cricket Stadium,,,,,,,,,,,
Jamie Overton,J Overton,Chennai Super Kings,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
Jamie Overton,J Overton,Chennai Super Kings,all-rounder,"Wankhede Stadium, Mumbai",1,4,3,4.0,133.33,1,0,14.5,,49.4,
Jamie Overton,J Overton,Chennai Super Kings,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"Brabourne Stadium, Mumbai",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"Eden Gardens, Kolkata",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,Sharjah Cricket Stadium,,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"Wankhede Stadium, Mumbai",,,,,,,,,,,
Ramakrishna Ghosh,Ramakrishna Ghosh,Chennai Super Kings,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"Brabourne Stadium, Mumbai",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"Eden Gardens, Kolkata",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,Sharjah Cricket Stadium,,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"Wankhede Stadium, Mumbai",,,,,,,,,,,
Prashant Veer,Prashant Veer,Chennai Super Kings,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,34,22,34.0,154.55,1,0,5.0,,94.0,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"Brabourne Stadium, Mumbai",,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"Eden Gardens, Kolkata",,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",3,71,57,23.67,124.56,1,0,8.0,,71.1,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",1,1,3,1.0,33.33,,,,,12.4,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,Sharjah Cricket Stadium,,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"Wankhede Stadium, Mumbai",1,11,10,11.0,110.0,1,0,7.0,,50.4,
Matthew Short,MW Short,Chennai Super Kings,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"Brabourne Stadium, Mumbai",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"Eden Gardens, Kolkata",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,Sharjah Cricket Stadium,,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"Wankhede Stadium, Mumbai",,,,,,,,,,,
Aman Khan,Aman Khan,Chennai Super Kings,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"Brabourne Stadium, Mumbai",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,Dubai International Cricket Stadium,,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"Eden Gardens, Kolkata",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"MA Chidambaram Stadium, Chennai",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,Rajiv Gandhi International Stadium,,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,Sharjah Cricket Stadium,,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,Sheikh Zayed Stadium,,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"Wankhede Stadium, Mumbai",,,,,,,,,,,
Zak Foulkes,Z Foulkes,Chennai Super Kings,all-rounder,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"Arun Jaitley Stadium, Delhi",1,5,3,5.0,166.67,1,1,7.0,18.0,61.8,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,1,1,6.67,18.0,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"Brabourne Stadium, Mumbai",,,,,,,,,,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,Dubai International Cricket Stadium,,,,,,,,,,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"Eden Gardens, Kolkata",2,6,3,3.0,200.0,2,2,10.33,18.0,70.4,25.0
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"M Chinnaswamy Stadium, Bengaluru",,,,,,1,0,8.33,,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"MA Chidambaram Stadium, Chennai",3,5,8,1.67,62.5,3,2,8.0,21.0,22.9,41.7
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"Narendra Modi Stadium, Ahmedabad",,,,,,1,3,5.2,5.0,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,,,,,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,Rajiv Gandhi International Stadium,,,,,,,,,,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,Sharjah Cricket Stadium,,,,,,,,,,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,Sheikh Zayed Stadium,,,,,,,,,,,
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"Wankhede Stadium, Mumbai",,,,,,2,1,13.0,42.0,,12.5
Anshul Kamboj,A Kamboj,Chennai Super Kings,bowler,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"Arun Jaitley Stadium, Delhi",,,,,,12,9,11.29,28.0,,18.8
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"Barsapara Cricket Stadium, Guwahati",,,,,,2,3,11.67,12.0,,37.5
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,3,5,9.33,14.4,,50.0
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"Brabourne Stadium, Mumbai",,,,,,4,10,6.44,9.6,,94.5
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"Dr DY Patil Sports Academy, Mumbai",1,0,1,0.0,0.0,2,2,8.88,24.0,0.0,39.0
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,3,6,8.58,10.8,,67.8
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,Dubai International Cricket Stadium,1,0,2,0.0,0.0,6,9,9.09,15.1,0.0,48.9
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"Eden Gardens, Kolkata",,,,,,3,0,10.25,,,0.0
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,1,1,7.67,18.0,,
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"M Chinnaswamy Stadium, Bengaluru",,,,,,3,5,12.18,13.2,,41.7
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"MA Chidambaram Stadium, Chennai",2,2,4,1.0,50.0,11,14,7.8,17.9,17.9,59.3
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"Maharashtra Cricket Association Stadium, Pune",1,0,1,0.0,0.0,1,2,8.5,12.0,0.0,
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"Narendra Modi Stadium, Ahmedabad",,,,,,3,4,5.64,16.5,,83.3
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,2,4,11.25,12.0,,50.0
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,Rajiv Gandhi International Stadium,1,0,1,0.0,0.0,4,10,8.06,9.6,0.0,74.2
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"Sawai Mansingh Stadium, Jaipur",,,,,,2,2,7.12,24.0,,61.0
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,Sharjah Cricket Stadium,,,,,,1,0,7.67,,,
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,Sheikh Zayed Stadium,,,,,,2,2,10.29,21.0,,25.0
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"Wankhede Stadium, Mumbai",,,,,,6,6,10.02,21.2,,25.0
Khaleel Ahmed,KK Ahmed,Chennai Super Kings,bowler,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"Arun Jaitley Stadium, Delhi",1,2,1,2.0,200.0,2,2,13.0,18.0,69.2,25.0
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"Barsapara Cricket Stadium, Guwahati",,,,,,1,2,7.0,12.0,,
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",1,4,2,4.0,200.0,3,2,4.42,36.0,71.7,66.7
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"Brabourne Stadium, Mumbai",,,,,,,,,,,
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"Dr DY Patil Sports Academy, Mumbai",,,,,,,,,,,
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,Dubai International Cricket Stadium,,,,,,,,,,,
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"Eden Gardens, Kolkata",1,2,2,2.0,100.0,2,6,6.62,8.0,35.8,92.2
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"M Chinnaswamy Stadium, Bengaluru",,,,,,3,5,7.58,14.4,,71.9
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"MA Chidambaram Stadium, Chennai",5,10,19,2.0,52.63,7,13,8.48,11.5,20.0,65.4
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"Maharashtra Cricket Association Stadium, Pune",,,,,,,,,,,
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"Narendra Modi Stadium, Ahmedabad",2,1,8,0.5,12.5,13,13,8.59,20.3,4.8,42.6
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,2,3,7.57,14.0,,67.9
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,Rajiv Gandhi International Stadium,,,,,,,,,,,
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,,,,,,
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"Sawai Mansingh Stadium, Jaipur",,,,,,2,2,9.71,21.0,,28.6
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,Sharjah Cricket Stadium,,,,,,,,,,,
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,Sheikh Zayed Stadium,,,,,,,,,,,
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"Wankhede Stadium, Mumbai",1,1,3,1.0,33.33,2,0,10.57,,12.4,0.0
Noor Ahmad,Noor Ahmad,Chennai Super Kings,bowler,"Zayed Cricket Stadium, Abu Dhabi",,,,,,,,,,,
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,"Arun Jaitley Stadium, Delhi",,,,,,,,,,,
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,"Barsapara Cricket Stadium, Guwahati",,,,,,,,,,,
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",,,,,,,,,,,
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,"Brabourne Stadium, Mumbai",1,2,2,2.0,100.0,3,1,11.48,69.0,35.8,8.3
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,"Dr DY Patil Sports Academy, Mumbai",,,,,,4,7,8.54,11.1,,62.0
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",,,,,,,,,,,
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,Dubai International Cricket Stadium,,,,,,,,,,,
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,"Eden Gardens, Kolkata",,,,,,,,,,,
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,"Himachal Pradesh Cricket Association Stadium, Dharamsala",,,,,,,,,,,
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,"M Chinnaswamy Stadium, Bengaluru",,,,,,,,,,,
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,"MA Chidambaram Stadium, Chennai",,,,,,1,0,12.5,,,
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,"Maharashtra Cricket Association Stadium, Pune",,,,,,3,5,9.4,12.0,,49.2
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,"Narendra Modi Stadium, Ahmedabad",,,,,,,,,,,
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,"Punjab Cricket Association IS Bindra Stadium, Mohali",,,,,,1,1,10.5,12.0,,
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,Rajiv Gandhi International Stadium,,,,,,,,,,,
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,"Rajiv Gandhi Intl Cricket Stadium, Hyderabad",,,,,,1,0,27.0,,,
Mukesh Choudhary,Mukesh Choudhary,Chennai Super Kings,bowler,"Sawai Mansingh Stadium, Jaipur",,,,,,,,,,,
