file_id,innings,batting_team,phase,wicket_bucket,role,prior_matches,prior_wins,prior_win_rate
548321,1,Deccan Chargers,middle,3,bat_first,15,4,0.26666666666666666
548321,1,Deccan Chargers,death,3,bat_first,18,6,0.3333333333333333
548331,1,Kings XI Punjab,pp,2,bat_first,5,3,0.6
548331,1,Kings XI Punjab,middle,3,bat_first,14,3,0.21428571428571427
548331,1,Kings XI Punjab,death,1,bat_first,5,2,0.4
548331,2,Royal Challengers Bangalore,pp,3,bat_second,8,1,0.125
548331,2,Royal Challengers Bangalore,middle,0,bat_second,4,3,0.75
548331,2,Royal Challengers Bangalore,death,2,bat_second,9,3,0.3333333333333333
548332,1,Rajasthan Royals,pp,1,bat_first,7,4,0.5714285714285714
548332,1,Rajasthan Royals,middle,1,bat_first,4,3,0.75
548332,1,Rajasthan Royals,death,2,bat_first,8,3,0.375
548332,2,Chennai Super Kings,pp,0,bat_second,7,5,0.7142857142857143
548332,2,Chennai Super Kings,middle,1,bat_second,6,6,1.0
548332,2,Chennai Super Kings,death,2,bat_second,5,3,0.6
548333,1,Pune Warriors,pp,1,bat_first,2,0,
548333,1,Pune Warriors,middle,1,bat_first,2,2,
548333,1,Pune Warriors,death,1,bat_first,2,0,
548333,2,Delhi Daredevils,pp,1,bat_second,11,4,0.36363636363636365
548333,2,Delhi Daredevils,middle,3,bat_second,15,5,0.3333333333333333
548333,2,Delhi Daredevils,death,2,bat_second,6,3,0.5
548334,1,Mumbai Indians,pp,0,bat_first,5,2,0.4
548334,1,Mumbai Indians,middle,2,bat_first,11,6,0.5454545454545454
548334,1,Mumbai Indians,death,3,bat_first,19,9,0.47368421052631576
548334,2,Kings XI Punjab,pp,0,bat_second,6,5,0.8333333333333334
548334,2,Kings XI Punjab,middle,2,bat_second,12,8,0.6666666666666666
548334,2,Kings XI Punjab,death,2,bat_second,7,4,0.5714285714285714
548335,1,Deccan Chargers,pp,1,bat_first,9,4,0.4444444444444444
548335,1,Deccan Chargers,middle,2,bat_first,11,6,0.5454545454545454
548335,1,Deccan Chargers,death,3,bat_first,19,6,0.3157894736842105
548335,2,Kolkata Knight Riders,pp,1,bat_second,9,7,0.7777777777777778
548335,2,Kolkata Knight Riders,middle,3,bat_second,8,2,0.25
548335,2,Kolkata Knight Riders,death,1,bat_second,7,4,0.5714285714285714
548336,1,Royal Challengers Bangalore,pp,1,bat_first,9,4,0.4444444444444444
548336,1,Royal Challengers Bangalore,middle,2,bat_first,11,6,0.5454545454545454
548336,1,Royal Challengers Bangalore,death,0,bat_first,0,0,
548336,2,Rajasthan Royals,pp,0,bat_second,7,6,0.8571428571428571
548336,2,Rajasthan Royals,middle,3,bat_second,15,5,0.3333333333333333
548336,2,Rajasthan Royals,death,2,bat_second,4,1,0.25
548337,1,Pune Warriors,pp,2,bat_first,3,1,0.3333333333333333
548337,1,Pune Warriors,middle,0,bat_first,0,0,
548337,1,Pune Warriors,death,0,bat_first,0,0,
548337,2,Delhi Daredevils,pp,1,bat_second,12,4,0.3333333333333333
548337,2,Delhi Daredevils,middle,1,bat_second,7,5,0.7142857142857143
548337,2,Delhi Daredevils,death,0,bat_second,13,13,1.0
548339,2,Mumbai Indians,pp,0,bat_second,8,7,0.875
548339,2,Mumbai Indians,middle,3,bat_second,12,5,0.4166666666666667
548339,2,Mumbai Indians,death,2,bat_second,6,3,0.5
548339,1,Kings XI Punjab,pp,1,bat_first,18,7,0.3888888888888889
548339,1,Kings XI Punjab,middle,2,bat_first,7,3,0.42857142857142855
548339,1,Kings XI Punjab,death,0,bat_first,2,0,
548341,2,Pune Warriors,pp,2,bat_second,2,0,
548341,2,Pune Warriors,middle,3,bat_second,3,2,0.6666666666666666
548341,2,Pune Warriors,death,2,bat_second,3,1,0.3333333333333333
548341,1,Deccan Chargers,pp,2,bat_first,16,7,0.4375
548341,1,Deccan Chargers,middle,1,bat_first,6,3,0.5
548341,1,Deccan Chargers,death,1,bat_first,4,3,0.75
548342,1,Delhi Daredevils,pp,0,bat_first,2,1,
548342,1,Delhi Daredevils,middle,1,bat_first,6,3,0.5
548342,1,Delhi Daredevils,death,3,bat_first,12,4,0.3333333333333333
548342,2,Mumbai Indians,pp,3,bat_second,6,1,0.16666666666666666
548342,2,Mumbai Indians,middle,1,bat_second,6,4,0.6666666666666666
548342,2,Mumbai Indians,death,3,bat_second,9,1,0.1111111111111111
548343,1,Kings XI Punjab,pp,0,bat_first,2,1,
548343,1,Kings XI Punjab,middle,2,bat_first,8,3,0.375
548343,1,Kings XI Punjab,death,3,bat_first,14,7,0.5
548343,2,Chennai Super Kings,pp,1,bat_second,10,6,0.6
548343,2,Chennai Super Kings,middle,3,bat_second,7,2,0.2857142857142857
548343,2,Chennai Super Kings,death,2,bat_second,6,4,0.6666666666666666
548344,1,Kolkata Knight Riders,pp,0,bat_first,6,3,0.5
548344,1,Kolkata Knight Riders,middle,1,bat_first,14,4,0.2857142857142857
548344,1,Kolkata Knight Riders,death,3,bat_first,12,3,0.25
548344,2,Royal Challengers Bangalore,pp,3,bat_second,9,2,0.2222222222222222
548344,2,Royal Challengers Bangalore,middle,1,bat_second,9,9,1.0
548344,2,Royal Challengers Bangalore,death,2,bat_second,10,4,0.4
548345,1,Delhi Daredevils,pp,2,bat_first,11,5,0.45454545454545453
548345,1,Delhi Daredevils,middle,2,bat_first,9,3,0.3333333333333333
548345,1,Delhi Daredevils,death,2,bat_first,7,2,0.2857142857142857
548345,2,Rajasthan Royals,pp,0,bat_second,8,6,0.75
548345,2,Rajasthan Royals,middle,1,bat_second,6,6,1.0
548345,2,Rajasthan Royals,death,2,bat_second,5,1,0.2
548346,1,Deccan Chargers,pp,1,bat_first,10,4,0.4
548346,1,Deccan Chargers,middle,3,bat_first,16,4,0.25
548346,1,Deccan Chargers,death,3,bat_first,20,6,0.3
548346,2,Mumbai Indians,pp,2,bat_second,7,3,0.42857142857142855
548346,2,Mumbai Indians,middle,2,bat_second,7,3,0.42857142857142855
548346,2,Mumbai Indians,death,1,bat_second,3,2,0.6666666666666666
548347,1,Chennai Super Kings,pp,2,bat_first,14,7,0.5
548347,1,Chennai Super Kings,middle,2,bat_first,17,11,0.6470588235294118
548347,1,Chennai Super Kings,death,1,bat_first,14,9,0.6428571428571429
548347,2,Kolkata Knight Riders,pp,1,bat_second,10,8,0.8
548347,2,Kolkata Knight Riders,middle,1,bat_second,8,6,0.75
548347,2,Kolkata Knight Riders,death,3,bat_second,8,0,0.0
548348,1,Deccan Chargers,pp,2,bat_first,17,8,0.47058823529411764
548348,1,Deccan Chargers,middle,0,bat_first,2,2,
548348,1,Deccan Chargers,death,2,bat_first,11,6,0.5454545454545454
548349,2,Delhi Daredevils,pp,1,bat_second,13,5,0.38461538461538464
548349,2,Delhi Daredevils,middle,3,bat_second,16,5,0.3125
548349,2,Delhi Daredevils,death,0,bat_second,14,14,1.0
548349,1,Rajasthan Royals,pp,0,bat_first,11,7,0.6363636363636364
548349,1,Rajasthan Royals,middle,3,bat_first,14,2,0.14285714285714285
548349,1,Rajasthan Royals,death,1,bat_first,4,1,0.25
548348,2,Pune Warriors,pp,1,bat_second,5,4,0.8
548348,2,Pune Warriors,middle,2,bat_second,5,3,0.6
548348,2,Pune Warriors,death,2,bat_second,4,1,0.25
548350,1,Royal Challengers Bangalore,pp,1,bat_first,10,5,0.5
548350,1,Royal Challengers Bangalore,middle,0,bat_first,2,0,
548350,1,Royal Challengers Bangalore,death,3,bat_first,13,6,0.46153846153846156
548350,2,Kings XI Punjab,pp,1,bat_second,12,6,0.5
548350,2,Kings XI Punjab,middle,1,bat_second,4,4,1.0
548350,2,Kings XI Punjab,death,3,bat_second,9,0,0.0
548351,1,Mumbai Indians,pp,0,bat_first,6,2,0.3333333333333333
548351,1,Mumbai Indians,middle,3,bat_first,12,8,0.6666666666666666
548351,1,Mumbai Indians,death,3,bat_first,20,9,0.45
548351,2,Pune Warriors,pp,1,bat_second,6,4,0.6666666666666666
548351,2,Pune Warriors,middle,3,bat_second,4,2,0.5
548351,2,Pune Warriors,death,2,bat_second,5,1,0.2
548352,2,Deccan Chargers,pp,1,bat_second,9,5,0.5555555555555556
548352,2,Deccan Chargers,middle,2,bat_second,7,4,0.5714285714285714
548352,2,Deccan Chargers,death,2,bat_second,6,2,0.3333333333333333
548352,1,Chennai Super Kings,pp,1,bat_first,14,9,0.6428571428571429
548352,1,Chennai Super Kings,middle,3,bat_first,14,5,0.35714285714285715
548352,1,Chennai Super Kings,death,2,bat_first,11,5,0.45454545454545453
548354,1,Rajasthan Royals,pp,1,bat_first,8,4,0.5
548354,1,Rajasthan Royals,middle,2,bat_first,10,8,0.8
548354,1,Rajasthan Royals,death,3,bat_first,14,8,0.5714285714285714
548353,1,Kolkata Knight Riders,pp,0,bat_first,7,4,0.5714285714285714
548353,1,Kolkata Knight Riders,middle,2,bat_first,6,3,0.5
548353,1,Kolkata Knight Riders,death,3,bat_first,13,4,0.3076923076923077
548353,2,Pune Warriors,pp,2,bat_second,3,0,0.0
548353,2,Pune Warriors,middle,3,bat_second,5,2,0.4
548353,2,Pune Warriors,death,3,bat_second,2,0,
548354,2,Kings XI Punjab,pp,2,bat_second,9,4,0.4444444444444444
548354,2,Kings XI Punjab,middle,3,bat_second,14,3,0.21428571428571427
548354,2,Kings XI Punjab,death,3,bat_second,10,1,0.1
548355,2,Mumbai Indians,pp,1,bat_second,8,5,0.625
548355,2,Mumbai Indians,middle,0,bat_second,4,4,1.0
548355,2,Mumbai Indians,death,3,bat_second,10,1,0.1
548355,1,Chennai Super Kings,pp,1,bat_first,15,10,0.6666666666666666
548355,1,Chennai Super Kings,middle,2,bat_first,18,11,0.6111111111111112
548355,1,Chennai Super Kings,death,3,bat_first,16,9,0.5625
548356,1,Deccan Chargers,pp,0,bat_first,7,2,0.2857142857142857
548356,1,Deccan Chargers,middle,1,bat_first,7,4,0.5714285714285714
548356,1,Deccan Chargers,death,1,bat_first,5,4,0.8
548356,2,Royal Challengers Bangalore,pp,0,bat_second,9,8,0.8888888888888888
548356,2,Royal Challengers Bangalore,middle,3,bat_second,19,5,0.2631578947368421
548356,2,Royal Challengers Bangalore,death,2,bat_second,11,4,0.36363636363636365
548357,1,Delhi Daredevils,pp,2,bat_first,12,6,0.5
548357,1,Delhi Daredevils,middle,2,bat_first,10,4,0.4
548357,1,Delhi Daredevils,death,3,bat_first,13,5,0.38461538461538464
548357,2,Kolkata Knight Riders,pp,0,bat_second,4,2,0.5
548357,2,Kolkata Knight Riders,middle,1,bat_second,9,7,0.7777777777777778
548357,2,Kolkata Knight Riders,death,3,bat_second,9,1,0.1111111111111111
548358,1,Pune Warriors,pp,1,bat_first,3,1,0.3333333333333333
548358,1,Pune Warriors,middle,3,bat_first,6,0,0.0
548358,1,Pune Warriors,death,2,bat_first,2,0,
548358,2,Rajasthan Royals,pp,2,bat_second,13,4,0.3076923076923077
548358,2,Rajasthan Royals,middle,1,bat_second,7,6,0.8571428571428571
548358,2,Rajasthan Royals,death,0,bat_second,12,12,1.0
548359,1,Kings XI Punjab,pp,0,bat_first,3,2,0.6666666666666666
548359,1,Kings XI Punjab,middle,3,bat_first,15,3,0.2
548359,1,Kings XI Punjab,death,2,bat_first,9,3,0.3333333333333333
548359,2,Deccan Chargers,pp,2,bat_second,11,2,0.18181818181818182
548359,2,Deccan Chargers,middle,3,bat_second,15,2,0.13333333333333333
548359,2,Deccan Chargers,death,3,bat_second,13,0,0.0
548360,1,Mumbai Indians,pp,2,bat_first,11,4,0.36363636363636365
548360,1,Mumbai Indians,middle,2,bat_first,12,6,0.5
548360,1,Mumbai Indians,death,2,bat_first,7,4,0.5714285714285714
548360,2,Royal Challengers Bangalore,pp,0,bat_second,10,9,0.9
548360,2,Royal Challengers Bangalore,middle,1,bat_second,10,9,0.9
548360,2,Royal Challengers Bangalore,death,0,bat_second,13,12,0.9230769230769231
548361,1,Rajasthan Royals,pp,2,bat_first,6,2,0.3333333333333333
548361,1,Rajasthan Royals,middle,2,bat_first,11,9,0.8181818181818182
548361,1,Rajasthan Royals,death,2,bat_first,9,3,0.3333333333333333
548361,2,Chennai Super Kings,pp,2,bat_second,6,4,0.6666666666666666
548361,2,Chennai Super Kings,middle,2,bat_second,6,2,0.3333333333333333
548361,2,Chennai Super Kings,death,2,bat_second,7,4,0.5714285714285714
548329,1,Deccan Chargers,pp,2,bat_first,18,9,0.5
548329,1,Deccan Chargers,middle,0,bat_first,3,3,1.0
548329,1,Deccan Chargers,death,2,bat_first,12,7,0.5833333333333334
548329,2,Delhi Daredevils,pp,1,bat_second,14,6,0.42857142857142855
548329,2,Delhi Daredevils,middle,0,bat_second,4,4,1.0
548329,2,Delhi Daredevils,death,0,bat_second,15,15,1.0
548362,1,Royal Challengers Bangalore,pp,0,bat_first,2,2,
548362,1,Royal Challengers Bangalore,middle,2,bat_first,12,7,0.5833333333333334
548362,1,Royal Challengers Bangalore,death,1,bat_first,3,1,0.3333333333333333
548362,2,Pune Warriors,pp,3,bat_second,1,0,
548362,2,Pune Warriors,middle,3,bat_second,6,2,0.3333333333333333
548362,2,Pune Warriors,death,3,bat_second,3,0,0.0
548363,2,Kolkata Knight Riders,pp,2,bat_second,7,4,0.5714285714285714
548363,2,Kolkata Knight Riders,middle,1,bat_second,10,8,0.8
548363,2,Kolkata Knight Riders,death,1,bat_second,8,5,0.625
548364,2,Chennai Super Kings,pp,0,bat_second,8,6,0.75
548364,2,Chennai Super Kings,middle,1,bat_second,7,7,1.0
548364,2,Chennai Super Kings,death,0,bat_second,6,6,1.0
548364,1,Delhi Daredevils,pp,3,bat_first,7,2,0.2857142857142857
548364,1,Delhi Daredevils,middle,1,bat_first,7,4,0.5714285714285714
548364,1,Delhi Daredevils,death,0,bat_first,3,1,0.3333333333333333
548363,1,Mumbai Indians,pp,1,bat_first,13,13,1.0
548363,1,Mumbai Indians,middle,0,bat_first,0,0,
548363,1,Mumbai Indians,death,0,bat_first,3,2,0.6666666666666666
548365,2,Pune Warriors,pp,3,bat_second,2,0,
548365,2,Pune Warriors,middle,2,bat_second,6,3,0.5
548365,2,Pune Warriors,death,3,bat_second,4,0,0.0
548366,1,Deccan Chargers,pp,1,bat_first,11,4,0.36363636363636365
548366,1,Deccan Chargers,middle,1,bat_first,8,4,0.5
548366,1,Deccan Chargers,death,2,bat_first,13,7,0.5384615384615384
548366,2,Kings XI Punjab,pp,2,bat_second,10,4,0.4
548366,2,Kings XI Punjab,middle,2,bat_second,13,9,0.6923076923076923
548366,2,Kings XI Punjab,death,2,bat_second,8,5,0.625
548365,1,Rajasthan Royals,pp,1,bat_first,9,5,0.5555555555555556
548365,1,Rajasthan Royals,middle,1,bat_first,5,3,0.6
548365,1,Rajasthan Royals,death,2,bat_first,10,3,0.3
548367,1,Royal Challengers Bangalore,pp,2,bat_first,7,3,0.42857142857142855
548367,1,Royal Challengers Bangalore,middle,2,bat_first,13,8,0.6153846153846154
548367,1,Royal Challengers Bangalore,death,2,bat_first,8,3,0.375
548367,2,Mumbai Indians,pp,3,bat_second,7,1,0.14285714285714285
548367,2,Mumbai Indians,middle,2,bat_second,8,4,0.5
548367,2,Mumbai Indians,death,0,bat_second,11,10,0.9090909090909091
548368,1,Kolkata Knight Riders,pp,0,bat_first,8,5,0.625
548368,1,Kolkata Knight Riders,middle,3,bat_first,11,4,0.36363636363636365
548368,1,Kolkata Knight Riders,death,3,bat_first,14,5,0.35714285714285715
548368,2,Chennai Super Kings,pp,0,bat_second,9,7,0.7777777777777778
548368,2,Chennai Super Kings,middle,3,bat_second,8,2,0.25
548368,2,Chennai Super Kings,death,2,bat_second,8,5,0.625
548369,1,Kings XI Punjab,pp,2,bat_first,6,3,0.5
548369,1,Kings XI Punjab,middle,3,bat_first,16,4,0.25
548369,1,Kings XI Punjab,death,2,bat_first,10,4,0.4
548369,2,Delhi Daredevils,pp,3,bat_second,8,3,0.375
548369,2,Delhi Daredevils,middle,1,bat_second,8,6,0.75
548369,2,Delhi Daredevils,death,0,bat_second,16,16,1.0
548370,2,Mumbai Indians,pp,1,bat_second,9,6,0.6666666666666666
548370,2,Mumbai Indians,middle,2,bat_second,9,5,0.5555555555555556
548370,2,Mumbai Indians,death,3,bat_second,11,2,0.18181818181818182
548370,1,Kolkata Knight Riders,pp,2,bat_first,7,3,0.42857142857142855
548370,1,Kolkata Knight Riders,middle,3,bat_first,12,4,0.3333333333333333
548370,1,Kolkata Knight Riders,death,2,bat_first,10,4,0.4
548372,1,Royal Challengers Bangalore,pp,1,bat_first,11,5,0.45454545454545453
548372,1,Royal Challengers Bangalore,middle,0,bat_first,3,0,0.0
548372,1,Royal Challengers Bangalore,death,0,bat_first,1,1,
548372,2,Delhi Daredevils,pp,2,bat_second,8,6,0.75
548372,2,Delhi Daredevils,middle,2,bat_second,10,7,0.7
548372,2,Delhi Daredevils,death,3,bat_second,9,0,0.0
548371,1,Chennai Super Kings,pp,2,bat_first,15,7,0.4666666666666667
548371,1,Chennai Super Kings,middle,2,bat_first,19,11,0.5789473684210527
548371,1,Chennai Super Kings,death,3,bat_first,17,9,0.5294117647058824
548371,2,Kings XI Punjab,pp,0,bat_second,7,6,0.8571428571428571
548371,2,Kings XI Punjab,middle,3,bat_second,15,3,0.2
548371,2,Kings XI Punjab,death,1,bat_second,6,4,0.6666666666666666
548373,1,Rajasthan Royals,pp,1,bat_first,10,6,0.6
548373,1,Rajasthan Royals,middle,3,bat_first,15,2,0.13333333333333333
548373,1,Rajasthan Royals,death,3,bat_first,15,9,0.6
548373,2,Deccan Chargers,pp,0,bat_second,5,3,0.6
548373,2,Deccan Chargers,middle,3,bat_second,16,2,0.125
548373,2,Deccan Chargers,death,2,bat_second,7,2,0.2857142857142857
548374,1,Kings XI Punjab,pp,3,bat_first,5,1,0.2
548374,1,Kings XI Punjab,middle,1,bat_first,8,5,0.625
548374,1,Kings XI Punjab,death,3,bat_first,15,8,0.5333333333333333
548374,2,Delhi Daredevils,pp,0,bat_second,9,8,0.8888888888888888
548374,2,Delhi Daredevils,middle,3,bat_second,17,6,0.35294117647058826
548374,2,Delhi Daredevils,death,1,bat_second,8,5,0.625
548375,1,Kolkata Knight Riders,pp,1,bat_first,10,5,0.5
548375,1,Kolkata Knight Riders,middle,1,bat_first,15,5,0.3333333333333333
548375,1,Kolkata Knight Riders,death,2,bat_first,11,5,0.45454545454545453
548375,2,Pune Warriors,pp,1,bat_second,7,4,0.5714285714285714
548375,2,Pune Warriors,middle,3,bat_second,7,2,0.2857142857142857
548375,2,Pune Warriors,death,3,bat_second,5,0,0.0
548376,1,Deccan Chargers,pp,3,bat_first,3,2,0.6666666666666666
548376,1,Deccan Chargers,middle,1,bat_first,9,4,0.4444444444444444
548376,1,Deccan Chargers,death,3,bat_first,21,6,0.2857142857142857
548376,2,Royal Challengers Bangalore,pp,2,bat_second,12,5,0.4166666666666667
548376,2,Royal Challengers Bangalore,middle,2,bat_second,11,6,0.5454545454545454
548376,2,Royal Challengers Bangalore,death,3,bat_second,11,2,0.18181818181818182
548377,1,Rajasthan Royals,pp,2,bat_first,7,2,0.2857142857142857
548377,1,Rajasthan Royals,middle,2,bat_first,12,9,0.75
548377,1,Rajasthan Royals,death,2,bat_first,11,4,0.36363636363636365
548377,2,Mumbai Indians,pp,0,bat_second,9,8,0.8888888888888888
548377,2,Mumbai Indians,middle,0,bat_second,5,5,1.0
548377,2,Mumbai Indians,death,0,bat_second,12,11,0.9166666666666666
548378,2,Delhi Daredevils,pp,2,bat_second,9,6,0.6666666666666666
548378,2,Delhi Daredevils,middle,2,bat_second,11,7,0.6363636363636364
548378,2,Delhi Daredevils,death,3,bat_second,10,0,0.0
548378,1,Kolkata Knight Riders,pp,1,bat_first,11,6,0.5454545454545454
548378,1,Kolkata Knight Riders,middle,2,bat_first,7,4,0.5714285714285714
548378,1,Kolkata Knight Riders,death,1,bat_first,7,3,0.42857142857142855
548379,2,Mumbai Indians,pp,1,bat_second,10,6,0.6
548379,2,Mumbai Indians,middle,3,bat_second,13,6,0.46153846153846156
548379,2,Mumbai Indians,death,2,bat_second,7,4,0.5714285714285714
548379,1,Chennai Super Kings,pp,2,bat_first,16,7,0.4375
548379,1,Chennai Super Kings,middle,2,bat_first,20,11,0.55
548379,1,Chennai Super Kings,death,1,bat_first,15,9,0.6
548380,1,Chennai Super Kings,pp,0,bat_first,11,8,0.7272727272727273
548380,1,Chennai Super Kings,middle,2,bat_first,21,12,0.5714285714285714
548380,1,Chennai Super Kings,death,3,bat_first,18,9,0.5
548380,2,Delhi Daredevils,pp,2,bat_second,10,6,0.6
548380,2,Delhi Daredevils,middle,3,bat_second,18,7,0.3888888888888889
548380,2,Delhi Daredevils,death,3,bat_second,11,0,0.0
548381,1,Chennai Super Kings,pp,0,bat_first,12,9,0.75
548381,1,Chennai Super Kings,middle,1,bat_first,11,8,0.7272727272727273
548381,1,Chennai Super Kings,death,2,bat_first,12,6,0.5
548381,2,Kolkata Knight Riders,pp,1,bat_second,11,9,0.8181818181818182
548381,2,Kolkata Knight Riders,middle,1,bat_second,11,8,0.7272727272727273
548381,2,Kolkata Knight Riders,death,3,bat_second,10,2,0.2
597998,1,Delhi Daredevils,pp,2,bat_first,13,6,0.46153846153846156
597998,1,Delhi Daredevils,middle,3,bat_first,7,2,0.2857142857142857
597998,1,Delhi Daredevils,death,3,bat_first,14,5,0.35714285714285715
597998,2,Kolkata Knight Riders,pp,1,bat_second,12,10,0.8333333333333334
597998,2,Kolkata Knight Riders,middle,3,bat_second,9,3,0.3333333333333333
597998,2,Kolkata Knight Riders,death,0,bat_second,9,9,1.0
597999,1,Royal Challengers Bangalore,pp,2,bat_first,8,3,0.375
597999,1,Royal Challengers Bangalore,middle,3,bat_first,8,4,0.5
597999,1,Royal Challengers Bangalore,death,0,bat_first,2,2,
597999,2,Mumbai Indians,pp,0,bat_second,10,9,0.9
597999,2,Mumbai Indians,middle,3,bat_second,14,6,0.42857142857142855
597999,2,Mumbai Indians,death,2,bat_second,8,4,0.5
598000,1,Sunrisers Hyderabad,pp,1,bat_first,0,0,
598000,1,Sunrisers Hyderabad,middle,3,bat_first,0,0,
598000,1,Sunrisers Hyderabad,death,2,bat_first,0,0,
598000,2,Pune Warriors,pp,0,bat_second,1,1,
598000,2,Pune Warriors,middle,3,bat_second,8,2,0.25
598000,2,Pune Warriors,death,3,bat_second,6,0,0.0
598002,2,Chennai Super Kings,pp,2,bat_second,7,5,0.7142857142857143
598002,2,Chennai Super Kings,middle,3,bat_second,9,3,0.3333333333333333
598002,2,Chennai Super Kings,death,3,bat_second,8,1,0.125
598001,2,Delhi Daredevils,pp,1,bat_second,15,7,0.4666666666666667
598001,2,Delhi Daredevils,middle,1,bat_second,9,7,0.7777777777777778
598001,2,Delhi Daredevils,death,3,bat_second,12,0,0.0
598001,1,Rajasthan Royals,pp,1,bat_first,11,6,0.5454545454545454
598001,1,Rajasthan Royals,middle,1,bat_first,6,4,0.6666666666666666
598001,1,Rajasthan Royals,death,3,bat_first,16,9,0.5625
598002,1,Mumbai Indians,pp,2,bat_first,12,4,0.3333333333333333
598002,1,Mumbai Indians,middle,3,bat_first,13,9,0.6923076923076923
598002,1,Mumbai Indians,death,0,bat_first,4,3,0.75
598003,1,Pune Warriors,pp,2,bat_first,4,1,0.25
598003,1,Pune Warriors,middle,3,bat_first,7,0,0.0
598003,1,Pune Warriors,death,3,bat_first,6,2,0.3333333333333333
598003,2,Kings XI Punjab,pp,1,bat_second,13,7,0.5384615384615384
598003,2,Kings XI Punjab,middle,1,bat_second,5,5,1.0
598003,2,Kings XI Punjab,death,0,bat_second,10,9,0.9
598004,1,Royal Challengers Bangalore,pp,2,bat_first,9,4,0.4444444444444444
598004,1,Royal Challengers Bangalore,middle,2,bat_first,14,8,0.5714285714285714
598004,1,Royal Challengers Bangalore,death,3,bat_first,14,6,0.42857142857142855
598004,2,Sunrisers Hyderabad,pp,2,bat_second,0,0,
598004,2,Sunrisers Hyderabad,middle,2,bat_second,0,0,
598004,2,Sunrisers Hyderabad,death,3,bat_second,0,0,
598005,1,Rajasthan Royals,pp,1,bat_first,12,7,0.5833333333333334
598005,1,Rajasthan Royals,middle,2,bat_first,13,9,0.6923076923076923
598005,1,Rajasthan Royals,death,3,bat_first,17,10,0.5882352941176471
598005,2,Kolkata Knight Riders,pp,2,bat_second,8,4,0.5
598005,2,Kolkata Knight Riders,middle,3,bat_second,10,4,0.4
598005,2,Kolkata Knight Riders,death,3,bat_second,11,3,0.2727272727272727
598048,2,Royal Challengers Bangalore,pp,1,bat_second,14,9,0.6428571428571429
598048,2,Royal Challengers Bangalore,middle,2,bat_second,12,6,0.5
598048,2,Royal Challengers Bangalore,death,0,bat_second,14,13,0.9285714285714286
598048,1,Sunrisers Hyderabad,pp,1,bat_first,1,1,
598048,1,Sunrisers Hyderabad,middle,2,bat_first,0,0,
598048,1,Sunrisers Hyderabad,death,3,bat_first,0,0,
598006,1,Mumbai Indians,pp,2,bat_first,13,5,0.38461538461538464
598006,1,Mumbai Indians,middle,1,bat_first,12,6,0.5
598006,1,Mumbai Indians,death,2,bat_first,8,4,0.5
598006,2,Delhi Daredevils,pp,2,bat_second,11,6,0.5454545454545454
598006,2,Delhi Daredevils,middle,3,bat_second,19,7,0.3684210526315789
598006,2,Delhi Daredevils,death,3,bat_second,13,0,0.0
598007,2,Chennai Super Kings,pp,0,bat_second,10,8,0.8
598007,2,Chennai Super Kings,middle,0,bat_second,5,5,1.0
598007,2,Chennai Super Kings,death,0,bat_second,7,7,1.0
598007,1,Kings XI Punjab,pp,2,bat_first,7,3,0.42857142857142855
598007,1,Kings XI Punjab,middle,2,bat_first,9,4,0.4444444444444444
598007,1,Kings XI Punjab,death,3,bat_first,16,8,0.5
598008,1,Kolkata Knight Riders,pp,1,bat_first,12,7,0.5833333333333334
598008,1,Kolkata Knight Riders,middle,2,bat_first,8,5,0.625
598008,1,Kolkata Knight Riders,death,3,bat_first,15,5,0.3333333333333333
598008,2,Royal Challengers Bangalore,pp,1,bat_second,15,10,0.6666666666666666
598008,2,Royal Challengers Bangalore,middle,1,bat_second,11,10,0.9090909090909091
598008,2,Royal Challengers Bangalore,death,0,bat_second,15,14,0.9333333333333333
598009,1,Rajasthan Royals,pp,1,bat_first,13,8,0.6153846153846154
598009,1,Rajasthan Royals,middle,3,bat_first,16,2,0.125
598009,1,Rajasthan Royals,death,1,bat_first,5,1,0.2
598009,2,Pune Warriors,pp,1,bat_second,8,4,0.5
598009,2,Pune Warriors,middle,1,bat_second,1,0,
598009,2,Pune Warriors,death,1,bat_second,2,2,
598010,2,Sunrisers Hyderabad,pp,1,bat_second,0,0,
598010,2,Sunrisers Hyderabad,middle,3,bat_second,0,0,
598010,2,Sunrisers Hyderabad,death,2,bat_second,0,0,
598010,1,Delhi Daredevils,pp,3,bat_first,8,2,0.25
598010,1,Delhi Daredevils,middle,2,bat_first,11,4,0.36363636363636365
598010,1,Delhi Daredevils,death,3,bat_first,15,5,0.3333333333333333
598011,1,Mumbai Indians,pp,0,bat_first,7,3,0.42857142857142855
598011,1,Mumbai Indians,middle,2,bat_first,13,6,0.46153846153846156
598011,1,Mumbai Indians,death,1,bat_first,6,5,0.8333333333333334
598011,2,Pune Warriors,pp,3,bat_second,3,0,0.0
598011,2,Pune Warriors,middle,2,bat_second,7,3,0.42857142857142855
598011,2,Pune Warriors,death,2,bat_second,6,1,0.16666666666666666
598012,1,Royal Challengers Bangalore,pp,1,bat_first,12,6,0.5
598012,1,Royal Challengers Bangalore,middle,1,bat_first,3,0,0.0
598012,1,Royal Challengers Bangalore,death,3,bat_first,15,6,0.4
598012,2,Chennai Super Kings,pp,2,bat_second,8,5,0.625
